"text","label"
"Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..","negative"
"@apple fuck you bitches my phones abrick and stuck on the apple logo","negative"
"It took just one month for the #iPhone6Plus to become the king of #phablets... @Apple is king! #Jobspring #technews http://t.co/mAoSN8Hrrs","positive"
"Worst thing I ever did was update the software on my computer. This update is trash @apple","negative"
"yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative"
"RT @saxonidubom: @rwang0 @Apple Thanks...thinking of upgrading.","positive"
".@apple why do your computers like to crash on dead week before finals?","negative"
"How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E","neutral"
"iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox","neutral"
"Most Recent Apple Inc. Lawsuit Hurts Share Price http://t.co/olF6IGu65g #AAPL","neutral"
"@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol","neutral"
"Why the fuck is there a 'recently deleted' photo album? @Apple","negative"
"Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA","negative"
"I am feeling creatively stifled by the current emoji selection @apple","negative"
"Every student deserves a chance @apple #connected #txed","neutral"
"Is Apple The Most Important Stock On Earth?  http://t.co/1X62rp5R8y #aapl http://t.co/3YtD8Iz62i","neutral"
"@Apple I had a power cord problem- under warranty. You said it would be fine. It isn't. And now you won't replace it? http://t.co/fW3BoW53dj","negative"
"I just had 40% now I have 8% wtf @apple","negative"
"RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus","negative"
"@SheLovesQuez @Apple you must not like em","neutral"
"So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.","negative"
"REPORT: #Apple Wants Fashion And Luxury Experts To Help Sell The #AppleWatch #aapl http://t.co/I1UpTiCF0i http://t.co/rorXfmpPSk","neutral"
"@THE_HIIT_COACH We'll use it. But we know that feeling only too well of waiting for your app to be approved by @Apple #LikeWatchingPaintDry","neutral"
"@Apple store #nyc I am honored to be here. #travel http://t.co/JnbCd79z1b","positive"
"Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: http://t.co/xEuDG7rAN7","neutral"
"@apple @drdre next big thing. Wireless earbuds. Aka earplugs with sound. Soundplugs","neutral"
"iMessage isn't working thanks @apple","negative"
"@apple DUCK OFF","negative"
"'Not a book on how @Apple or @Starbucks grow global brands. This is your book on how to grow your #stickybrand ' http://t.co/aJt29u9Bt1","neutral"
"@MhDaDon @Apple I haven't decided yet. I might get bourgeois about it","neutral"
"@CHAYILTrading #ChartOfTheDay Apple #AAPL http://t.co/QRVLWmGw1Z","neutral"
"RT @ColtonObrian: My phone died on 23% @apple what the fuck is this","negative"
"Apple ! @apple http://t.co/tCfTmuauMY","neutral"
"@whereiscooldude @Apple I kind of thought that before hand","neutral"
"but when is @apple gonna let me italicize","neutral"
"Short Menu 3.1 now live in the @apple #appstore. @floschliep","neutral"
"What if @Apple bought Telsa? Talent is key. Cook has access to Musk's bright mind on a permanent basis. Read more: http://t.co/nxhkHTGJ4L","neutral"
"http://t.co/YhwWoUBR3Q""","neutral"
"@waywardhem @Apple I totally agree","neutral"
"@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI","negative"
"@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp","negative"
"Hope @Apple &amp; #iOS will allow compact views for 3rd party keyboards like #SwiftKey and #Swype do on #Android.","neutral"
"just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu","negative"
"Will #Apple and #Facebook Crush #Google? | The Motley Fool #aapl #fb #goog http://t.co/Me8RLrIoDf","neutral"
"I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o","positive"
"Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google","negative"
"Since Steve jobs left this world.. I have been having problems with my: #iphone5 #ipad2 #G5macpro @apple is done.. http://t.co/E4YLHjtK93","negative"
"fuck u @apple","negative"
"Feed My Ego (Futter Mein Ego) iPhone 4/4S Tough Ca  COMPUTING &amp; COMMUNICATION  Melasdesign http://t.co/jbVgROMp3p @cafepress @iphone @apple","neutral"
"god dammit fuck you @apple","negative"
"RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u","neutral"
"@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?","negative"
"@Apple store on 5th ave http://t.co/oIxg0YpFn9","neutral"
"@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer","negative"
"T-MOBILE/IPHONE LTE PHONE CALL WORK-AROUND http://t.co/rctGxbHpJH #iPhone6 #TMobile #Apple @apple #tech #smartphone http://t.co/nBlIiAW1JU","neutral"
"The 10 Most Important Differences Between #Macs And #PCs #aapl http://t.co/vSxUcX6vyx http://t.co/97huQ31qPT","neutral"
"RT @abdinsyakirin: '@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! '","neutral"
"http://t.co/JwK4grA7Zq""","neutral"
"Steve Jobs Predicted Future Of E-Commerce Back In 1996 &amp; Got It Exactly Right! http://t.co/w7q2G2SCbH via @sai #ecommerce #AAPL","positive"
"@pwilke @google @Apple @facebook ughhhh can @uber just see itself out already.","neutral"
"IM SICK OF YOUR FUCKING SHIT @apple","negative"
"http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News""","neutral"
"I could really kick @apple 's ass. This iPhone 6 battery sucks moldy dick on a Tuesday night ! Worst shit ever. Only last 4 fucking hours.","negative"
"RT @unstanningzarry: my phone keeps fucking freezing @apple","negative"
"MasterCard Teams Up With Gwen Stefani to Promote Apple Pay and 'Priceless Surprises' http://t.co/8SqKEuVjp5 #AAPL","neutral"
".@Apple USE THIS 4 UR NEXT AD #funconvo http://t.co/rjPyqmFlWa","neutral"
".@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B","neutral"
"dear @Apple get your shit together","negative"
"@Apple Pay = Compuserve | BTC = the internet","neutral"
"Loving my @apple #iPhone6Plus even though I've hyperextended my thumb reaching for the top Apps #thestruggleisreal","positive"
"Could #Apple Inc. Sell 24 Million #AppleWatches in 2015? | The Motley Fool #aapl http://t.co/JA0hy8d4U3","neutral"
". @apple why is my computer so slow","negative"
"First @Apple employee: The remarkable odyssey of Bill Fernandez via @techrepublic  http://t.co/Kj4GDYMrqw","neutral"
"#AAPL:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html","neutral"
"https://t.co/8CBUgrEHZS""","neutral"
"@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple","negative"
"dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.","negative"
"@apple @iBooks is awesome. Thank You!","positive"
"@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.","negative"
"#AAPL:Exchange iPhone for Passport and Receive Up to $550...http://t.co/dIskJKI4Ch","neutral"
"@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh","negative"
"Jeff Daniels in Talks to Play Former Apple CEO John Sculley in Aaron Sorkin's Steve Jobs Movie [Mac Blog] http://t.co/qg1CP2ozaW #AAPL","neutral"
"We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple","positive"
"Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple","negative"
"#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26","negative"
"@Econsultancy on @Apple: the #customer #journey from #search to #checkout https://t.co/wKiiSW3oS6 #CX #UX #ecommerce #casestudy","neutral"
"@apple @verizon where the fuck is my phone it shouldn't take this long.","negative"
"Phone just died while it was plug in. @apple what the hell?","negative"
"#AAPL:Apple's iPhone 6 China Unicom Lead-Times...http://t.co/UGTZfd2Huj","neutral"
"Low Batteries..""","negative"
"Lets go shopping!!! @apple http://t.co/uTFUHuoJIi","positive"
"@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair","neutral"
"#iPhone5s is the best mobile that I have had. That's easy It is only that works and It is wonderfull! Thanks @apple @tim_cook","positive"
"@kaitlynpearle @Apple get android","neutral"
"http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn""","neutral"
"So @Apple just gave me a huge middle finger to the face","negative"
"@stevewoz @Outback Its good to see you doing these videos on apple ii and doing possible @apple related projects is all very exciting.","positive"
"http://t.co/7BU5WzQ1EE""","neutral"
"Lol dying @apple http://t.co/EP8hQb2O2H","neutral"
"CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu","negative"
"I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg","neutral"
"RT @mkschuster: . @apple why is my computer so slow","negative"
"CNBCTV: Buy #Apple's pullback? http://t.co/nlu6irYKVL #aapl","neutral"
"@apple please make an iflipphone","neutral"
"RT @smartoutsource1: @Apple #iPod lawsuit will reveal unseen Steve Jobs video http://t.co/nEF5qOGbHE","neutral"
"Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies","neutral"
".@Apple patents new tech that shifts #iphone's center of gravity during falls so it lands with minimal damages. http://t.co/Keq4BpXQDU","neutral"
". @apple I don't think the '59' should be so close to the '00' when setting an alarm on an iPhone. Many times I have fallen victim to this.","negative"
"Is now a good time to switch to @Apple #iCloud Drive ? http://t.co/XdSZpusYWq","neutral"
"Way to stay relevant RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/mptcggWZO1","neutral"
"Update: #Apple's #HealthKit Seeing Early Adoptions #AAPL http://t.co/dtJI2hNtoq","neutral"
"All my Apps on @apple #ipodtouch5thgen http://t.co/cRhwdbSxSx http://t.co/UNpPU4zrRq","neutral"
"@losskitty @Apple its always like that with new products from apple","neutral"
"@styIesburn @Apple DOIS","neutral"
"@YouKantFindMe @Apple kashka and clave own your mind","neutral"
"1 in 10 US iPhone 6 owners have now used @Apple Pay - report  http://t.co/JkiQUH9i86","neutral"
"@Apple @DonorsChoose @BestBuy Help me reach my goal.","neutral"
"@marxculture @AppleUK_ @Apple Yeh was thinking of doing exactly that. Just wanna install decent unix on ok hardware &amp; live happily everafter","neutral"
"@Apple I h8 everything about u","negative"
"im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple","negative"
"RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple","negative"
"media reports say that @Apple is hiring pros from the fashion and retail industry - #wearabletechnology is fashion http://t.co/IVWpWzgUp7","neutral"
"@Apple why isn't there an otter emoji","neutral"
"http://t.co/lHsL5ORJS7""","neutral"
"@twitter @facebook @AlibabaTalk @google @Apple n more in race to win payments? What's future of #payments start-ups? @microsave @FinTechHub","neutral"
"RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl","neutral"
"1st quarter ? RT @Ms_BiAnCa_BiSa: @MhDaDon @Apple next year","neutral"
"another fucking software update? really? @apple","negative"
"@_emilymahon @nosheenh2oo9 @Apple shut the hell up","negative"
"So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple","negative"
".@apple fix yourself http://t.co/l1VsGFaQib","negative"
"@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops","negative"
"http://t.co/UWiS8GwJ17""","neutral"
"#WearableDevices To #Consumers : You're Putting Me On - http://t.co/2eSSgN5Wsv #IBDNews via @IBDinvestors  #aapl #nke #grmn #amba #invn","neutral"
"@angelicaxpham does it look like i fucking have 12 days @apple","negative"
"@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.","negative"
"#tech http://t.co/dWX2Q7sS6F""","neutral"
"RT @FrankThePilot: can we get a touch screen macbook @apple","neutral"
"Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI","negative"
"Check out our Founder @gernieb views on @Apple &amp; @facebook #EggFreezing benefits for female engineers: https://t.co/vHZ1RcNWru #WomenInTech","neutral"
"Safari just crashed on me and I didn't have any tabs open wtf @apple","negative"
"#xcode #AAPL - source kit crash in swift - getting annoying now.","negative"
"I love my phone so much thank you based god @apple","positive"
"@justinbieber @apple get on it","neutral"
"RT @spencerescott: Have Apple's iPad Sales Peaked? #AAPL http://t.co/zDUTviV8ys","neutral"
"http://t.co/kQvqbBr5Aa""","neutral"
"more* fuck you @iphone @apple","negative"
"@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.","negative"
"http://t.co/OeYEqn72er""","neutral"
"the fuck kinda gay shit you print in the fucking ketosis @apple","negative"
"@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS","negative"
"I hate you so much @apple @macs","negative"
"Apple Inc. vs Google Inc: The Battle Of The Tech Giants http://t.co/eQx6S6fxtP #AAPL","neutral"
"Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout","negative"
"@umo_games @Apple thanks for the info. Genius was able to get the computer booted by forcing the discreet video card on boot","positive"
"Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/psajA2okfM via @themotleyfool #Wearables #WearableTech #Apple","neutral"
"@Apple http://t.co/rzhMzoQE1v""","neutral"
"RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/EhR3sX3DJG","neutral"
"@renoxalex @Apple so sick @tacobell is petitioning for one","neutral"
"@Apple iSchool? http://t.co/qpDxDpX3Qj #education @applenws","neutral"
"Very displeased with the lack of #BDSM themed #Emojis. @Apple @Android","negative"
"Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8","negative"
"My iPod touch case 5 @apple #ipodtouch5thgen http://t.co/8H6UXnwx9P http://t.co/PzaZYtxpGX","neutral"
"RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.","negative"
"@sashametro @mayhembcn @apple happy to help..if u use kind words :). Using apple process is free and fast. http://t.co/qQGQokjaxE. DM with ?","positive"
"still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p","negative"
"JMP raises #Apple price target to Street-high $150 on 'exceptionally strong: Apple Insider: #AAPL: 115.49 (-0.... http://t.co/qbgp7vm6Re","neutral"
"I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.","negative"
"Is It Time to Buy the Dip in Apple Inc. Stock? http://t.co/yDiX7wZOLP #AAPL","neutral"
"yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple","negative"
"@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment","negative"
"My iPAD is playing disgusting music and I cannot make it stop. HELP! @apple","negative"
"@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..","negative"
".@apple you suck","negative"
"Our new @Technogym treadmills getting assembled. Could only be better if @Apple #CarPlay was compatible... http://t.co/C406UvH1uK","neutral"
"@apple #greatservice thanks for helping me out. #sylvester","positive"
"Disgusted with @apple advertising for the iPad air. #falseadvertising #nono","negative"
"@pill0w_talk well dey need one get on it @apple","neutral"
"@apple fuck yo shit","negative"
"For reverse #security reasons""","neutral"
"Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 #AAPL","neutral"
"IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE","negative"
"RT @huffpostgay: @Apple CEO Time Cook gets a unique honor in his home state of Alabama http://t.co/TDRfmjsV7L","neutral"
"@Apple YH News Apple's antitrust lawsuit may not have any plaintiffs: The lawyer suing Apple for antitrust may...  http://t.co/hNuWafq0sI","neutral"
"#bbry $bbry #blackberry #iPhone $aapl #aapl""","neutral"
"Is Apple The Most Important Stock On Earth?  http://t.co/I5DCA8DagG #aapl http://t.co/Qk9EPOOmhl","neutral"
"@TeamCavuto @JustinRaimondo @Apple it's you","neutral"
"Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey","negative"
"No at typo changing my words. Get it together @apple","negative"
"BloombergTV:  #iPod Trial: Consumers Had Other MP3 Options: Gauna http://t.co/yNfVXKsnda via @BloombergTV #aapl","neutral"
"RT @RatingsNetwork: Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL","neutral"
"RT @_emilymahon: @nosheenh2oo9 @Apple this is my most favorite tweet","positive"
"I've been considering suing @apple for putting that shitty U2 album on my phone","negative"
"@apple has caused me so much pain today","negative"
"Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL","neutral"
"hey @apple fuck you just let me change stores","negative"
"http://t.co/NjdYqwfVAE""","neutral"
"Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple","negative"
"I'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple","negative"
"Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/XpOzPTnWSV","positive"
"Just got the iPhone 6+ @apple","neutral"
"U.S. Government Attempts 'Hail Mary' to Get #Apple To Unlock #iPhones #aapl http://t.co/EzUsCC5ZgI","neutral"
"I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s","negative"
"my phone is so slow now that i updated to ios 8 im so angry @apple fix this","negative"
"NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus","negative"
"Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK","negative"
"Help? 4s won't sync (doesn't even give option) w/ latest @itunes. Tried fixes I found... no bueno. Thoughts? @apple #techsupport","negative"
"MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster","neutral"
"@Apple can you please make a charger that actually last","negative"
"TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq","neutral"
"@OneRepublic @Apple Maximally concentrated Brent ^_^","neutral"
"@apple @nike #BlackDollarsMatter: An Open Letter to the Companies That Support #LGBTQ Marriage Equality/Civil Rights. http://t.co/F2uslRVbBc","neutral"
"It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple","negative"
"iPhone chargers can suck my ass @apple #disappointed","negative"
"#AAPL:One Of Apple's Earliest Employees Describes The First Time Steve Jobs ...http://t.co/4E0xzglORa","neutral"
"okay so now the sound to my phone is messed up..I really think you're doing this on purpose @apple","negative"
"@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY","neutral"
"@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness","negative"
"Details of the #Apple Inc. #iPadMini4 Revealed | The Motley Fool #aapl http://t.co/rDTJniTaUs","neutral"
"#AAPL:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk","neutral"
"RT @TypicaIStoner: RT if you think @Apple should approve this Emoji http://t.co/MI6sKtkaye","neutral"
"Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.","negative"
"Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J","negative"
"@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03","negative"
"what the hell is this 5gbs of 'other' data on my phone @Apple?????????","negative"
"@ok_fatty @apple thanks 4 almost burning my house down","negative"
".@apple has a 40% market share of UK smartphone market - driven by the Iphone 6. Great that over a third of sales were made in Apple stores.","positive"
"Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal","neutral"
"Is #Apple Inc. Losing the $5 Billion Ed-Tech Market? | The Motley Fool #aapl http://t.co/bIz7kKXY2t","neutral"
"Here's Apple's Next Great Business (AAPL) http://t.co/Crci4dHH39 #InvestWall #AAPL","positive"
"16GB @Apple #iPad Air 2 Retina WiFi Tablet $400 + Free Shipping via #EBAY http://t.co/TrkYuoYew7 #CyberMonday #firstworldproblems","neutral"
"@Tyniaaaa_  FUCK @JColeNC  and @apple","negative"
"really @apple? your search tool is USELESS. nut kicks http://t.co/KQH02bePBu","negative"
"RT @bchmura12: .@apple you suck","negative"
"A Orwellian vision of the world once @Apple Pay takes over by @Chris_Skinner http://t.co/oEdBHAki1Z","neutral"
"My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?","negative"
"MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing","neutral"
"@apple really needs to do something about these bullshit cords","negative"
"#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks","negative"
"GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL","neutral"
"Apple Transitions 'Find My iPhone' Web Maps for http://t.co/cCJwa5Q7AV From Google to Apple [iOS Blog] http://t.co/AFsiwXv6pg #AAPL","neutral"
"What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4","positive"
"over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO","negative"
"Comparison between @apple maps and @google maps: http://t.co/FyzGWVm6NR #longreads #webdesign","neutral"
"What the hell is this @apple @WhatsApp #glitches http://t.co/iKuRl4iUOE","negative"
"Apple again orders app developer to remove a useful and popular feature http://t.co/aJ2obsNjd1 via @Appy_Geek @apple dictatorship!","neutral"
"The new @Apple iPad Air 2: Change. http://t.co/90CNf5S654","neutral"
"5 Unfiltered Quotes From #Apple Co-Founder Steve #Wozniak #aapl #woz  http://t.co/ASTCna26PQ","neutral"
"Here's @Apple's next great #business! What will be Apple's primary source of revenue in 2015? http://t.co/Y6gvYZcYHp #service #company","neutral"
"#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh","neutral"
"http://t.co/wARhEy9ueH""","neutral"
"@QuentinNield @Apple I need to reinstall on my Apple iPad 2","neutral"
".@Apple Store is coming to Brooklyn http://t.co/sD7pb4OUcB","neutral"
"RT @WeeWiii: Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA","negative"
"s/o @apple for this really great charger that works so well! #not","negative"
"@tim_cook @Apple FIX MY PHONE","negative"
"OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED","negative"
"All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2","negative"
"Cyndi Lauper and Cinna- my big ask* phone on TV @apple #iphone6plus @ Rockefeller Center http://t.co/xk2u5vzaBE","neutral"
"@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite","negative"
"@Apple are you doing 12 Days of Gifts again?","neutral"
"RT @jgreerthaatruth: Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple","negative"
"Bring back the tap to tweet @apple @twitter","neutral"
"It's been over a month of store visits and calls and still my iPhone doesn't receive texts from non @apple or @ATTCares customers #fail","negative"
"Survey feedback on @Apple iWatch positioning as a fashion accessory over geek-centric gadget http://t.co/33xSmA4r9J http://t.co/LrpnZNR4rY","neutral"
"#AAPL:PM Abe says Apple to build technical center in Japan...http://t.co/DeavV9AYMk","neutral"
"Is Apple The Most Important Stock On Earth?  http://t.co/pKWn6E56PU #aapl http://t.co/gKVmw9wjVD","neutral"
"@alharding if only @apple had robots reviewing apps!","neutral"
"http://t.co/7S343PHPEb #Yay""","neutral"
"Apple's PT raised by Barclays to $140.00. overweight rating. http://t.co/Wcq9xY6Kor $AAPL #AAPL via @RatingsNetwork","neutral"
"Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL","neutral"
"@Apple I'd like to see emojis that look like me","neutral"
"The #AppleWatch And Its $11 Billion Impact On Earnings In One Year #AAPL http://t.co/OUZBVanyRh","neutral"
"#Jobs Said #Apple Took Pains to Protect Record Contracts #SteveJobs #aapl http://t.co/5PlKs2LRTT","neutral"
"RT @dmcgroarty: RT @MetalBanker - Where do #iPhones come from? What's in your @Apple  #RareEarths http://t.co/KuMCbKMREV","neutral"
"RT @thehill: .@Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem","neutral"
"Just used Apple Pay for the first time thanks @apple","positive"
"#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn","neutral"
"@stevewoz @apple this one got by me patent for apple anti gravity phone includes predictive programing. On drops http://t.co/eYM07DIqTY","neutral"
"I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp","negative"
"why is there no black heart emoji @apple","negative"
"// when i have gone through 6 iphone chargers in the past montht hank s @apple","negative"
"Fucka de you @apple","negative"
"@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.","neutral"
"Nigga my phone has froze 3 times today &amp; it's not even 11 am tf @Apple","negative"
"Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf","neutral"
"@Apple your new ad is fucking racist against the #french","negative"
"Almost want back to an android because why won't Apple have torrent?@apple","negative"
"I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple","negative"
"@apple fix os x please.","negative"
"http://t.co/5y58wpQ3nf""","neutral"
"#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E","neutral"
"@Apple yo this Genius Bar shit is worst than the dmv get it the fuck together","negative"
"@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u","neutral"
"Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp","negative"
"Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?","neutral"
"PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys","neutral"
"@apple y'all should put the apple symbol into the home button on yalls next device","neutral"
"Ayyy my fourth phone charger this week broke today @apple fuck you","negative"
"@sammcmanusss @Apple idk it just happend though","neutral"
"@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?","negative"
"Did #Apple drop #Google Maps for good? #Apple Maps now rolling out on http://t.co/XY9a70LqGU - http://t.co/FoCf495udZ #AAPL","neutral"
"http://t.co/4gCAZ9UiKW""","positive"
